unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,source,date,target_l1,sample_score,score_reasons,sampling_reason
_d594edeb850f_u003,"據國民黨轉述,夏立言表示,就在18年前兩岸同樣面臨緊張情勢時,國民黨順應兩岸民眾對和平的渴望,通過「破冰之旅」化解了一觸即發的兩岸危局,此後在國民黨執政時期,兩岸在共同的政治基礎上,舉行數次會談,簽署多項攸關民生福祉的協議,開啟了雙方和平穩定、繁榮發展的黃金時代。",claim,"國民黨指出,夏立言在會談中首先肯定自「連胡會」以來到國民黨執政8年期間,包括「馬習會」在內的國共交流與合作成果,並對當前兩岸面臨的各種問題和困難,以及台灣民眾的諸多關切事項如民生經貿議題等,表達國民黨的立場和看法,最後夏立言還提出未來兩岸可以加強交流合作的方向和願景,並與王滬寧交流彼此意見。","夏立言強調,當時雙方不僅定期進行「兩岸事務首長會議」,後來也成功於新加坡舉行「馬習會」,為兩岸領導人面對面平等協商、和平交流樹立典範,更得到國際社會的高度肯定,這不但證明了過去8年國民黨兩岸政策的正確性和重要性,而且也是國共兩黨合作下,不可忽視的重大成就。","[{""name"": ""國民黨"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",False,,01_Ho_ltn_news,2023-02-10 21:53:15,L1-14,7.3,boundary_semantic|l2_L2-03|l2_L2-04|has_speaker|has_target|claim|good_length,l1_gap_filling
meeting3_545a806ce4c9_u004,"这一次的总统大选除了在选择总统、副总统候选人,哪一队对国家有使命感,有能力守护台湾的安全,又可以促进台湾的民主和平跟繁荣,也是在选择国家的一条方向。",context,"台湾是应该要自信的,在信赖台湾这条路上持续壮大,还是要走回头路,不管是接受九二共事,或者是接受两岸一家情,或者去推动服贸,真的对台湾有比较好吗?",我要敬请各位父老乡亲。,[],[],False,,meeting3,,L1-14,7.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-08|has_speaker|has_target|good_length,l1_gap_filling
_5f5021f654b6_u006,"提到蔡總統執政8年,賴清德說,蔡總統帶領中華民國台灣推動轉型改革,落實長期堅持的社會價值,讓國際社會認定台灣是一個文明、勇敢而且值得尊敬的國家,這要感謝民眾支持蔡總統領導的團隊,也要感謝軍公教與社會大眾,共同努力讓國家走進正確的道路。",claim,"從政後,則自民意當中檢討、反省、改進、補足缺失,藉以在承擔更大責任時,能夠撐起國家的需要,讓國家前進。","賴清德表示,這8年來台灣選擇務實外交、國防自主的道路,得到國際社會更大的支持;","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,01_Ho_chinatimes_news,2023-12-30 17:10:00,L1-14,7.3,l2_L2-05|l2_L2-10|l2_L2-13|l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_17943ab23566_u008,"關於高房價,邱慧洳指出,民眾黨主張「大力蓋、大力改、大力補」,也就是大力興建社會住宅,改革稅制並以租金補貼租客,民眾黨有能力、有信心,讓年輕人買得起、租得起又住得好。",claim,"邱慧洳表示,媒體改革部分,民眾黨主張制定反媒體壟斷法、制定廣電三法,樹立3大透明原則,分別是財報透明、補助透明、股權透明,讓媒體回歸專業及獨立性,並嚴禁黨政黑手介入公共媒體。","關於勞動權益,邱慧洳表示,民眾黨主張修正最低工資法,訂定明確公式,上市櫃公司應揭露勞工薪資水準作為加薪依據,並提升護理人員、警消人員權益,以及女性勞參率,增加家庭照護假。","[{""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,01_Ho_chinatimes_news,2024-01-08 21:04:00,L1-14,7.3,boundary_semantic|l2_L2-05|l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_80a570af472b_u014,"美國國務院一名發言人說:「不論哪一黨執政,美國對台政策都不會改變,我們期待與台灣選民選出的人進行合作。」 部分美國官員預期不論誰勝選,中國都會升高對台軍事、經濟及外交施壓,並為此作準備。",claim,"AIT主席羅森柏格(Laura Rosenberger)先前在賴清德與侯友宜分別訪美時,都有與他們會面。","一位美國資深官員告訴路透社:「可能會有一段時間緊張情勢升高,需要外交、明確的溝通管道,以及重申和平、穩定與維持現狀的重要。」 這位官員說,美國已在與中國的會談中明確表達對軍事、經濟及其他脅迫手段的擔憂。",[],[],False,,01_Ho_chinatimes_news,2024-01-05 17:44:00,L1-14,7.3,boundary_semantic|l2_L2-03|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_5f5021f654b6_u016,"各位父老鄉親,我要感謝大家37年來支持民進黨,讓民進黨從草根當中誕生,成為有力的監督力量,也成為執政黨實現理想,2016年和2020年人民的支持給予了我們的力量和機會,讓蔡英文總統有機會帶領中華民國台灣推動轉型改革,也落實我們長期堅持的社會價值,讓國際社會認定台灣是一個文明、勇敢而且值得尊敬的國家。",claim,"那侯市長如果真的有心改革黑金政治,貴黨內黑金家族應該第一刀就要掃除下去,對國家社會一定有莫大的幫助。","2018年跟2022年的挫敗,也帶給我們深切的反省跟檢討,這些都是民進黨繼續前進的重要力量,感謝你們大家。","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,01_Ho_chinatimes_news,2023-12-30 17:10:00,L1-14,7.3,l2_L2-05|l2_L2-10|l2_L2-13|l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_0b921e9a7ed7_u006,"與會委員分析,中共主張無神論,中共黨領導一切,宗教從屬於黨之下,對台文化宗教交流也是結合其內部政治發展與政策需要,如對台宗教交流主推項目,早期推動「宗教直航」,現則搭配「宗教祖國」、「兩岸一家親」、「融合發展」等中方政策,以及設立約20多個宗教類的海峽兩岸交流基地,凸顯中共對宗教的政治利用遠大於宗教信仰本質,並藉此擴大發揮對台影響力。",claim,"有委員觀察到,中共「20大」報告提及「安全」高達91次,在現階段中共高舉政治安全前提下,中共亦常將「安全」因素融入兩岸文化宗教交流活動,加大中共官方主導角色,強化統戰力道,交流活動呈現空洞化、形式化,如中共邀請我宗教團體赴中必定強調「心靈契合」、「融合發展」。","有委員提醒,面對中共以宗教文化交流活動對台進行統戰滲透,且近期不斷發生國人赴中遭遇到人身自由與安全受侵害事件,政府應主動與我宗教界相關人士及團體保持互動,提供赴陸交流相關注意事項,並將中共統戰手法及赴中交流安全與風險案例資訊充分揭露,避免我民間團體赴中遭遇人身安全風險。",[],"[""兩岸|cross-strait""]",False,,01_Ho_ltn_news,2023-12-08 15:38:40,L1-14,7.3,l2_L2-03|l2_L2-04|l2_L2-06|l2_L2-12|has_speaker|has_target|claim|good_length,l1_gap_filling
_3a0d31bd6a79_u002,"侯友宜向支持者喊話,這次選舉是和平與戰爭的選擇,承諾自己會讓兩岸走向和平安全,只要他當選總統,會清查民進黨執政下的弊案。",claim,"(記者俞肇福攝) 2023/10/15 14:07 〔記者俞肇福/基隆報導〕國民黨總統參選人侯友宜與國民黨基隆市立委參選人林沛祥聯合競選總部今日(15日)成立,國民黨主席朱立倫表示,和平是民眾最大心願與目標,希望由侯友宜帶領中華民國走向和平,也要讓林沛祥前進立院,和侯友宜攜手翻轉台灣。","侯友宜與林沛祥聯合競選總部成立大會,基隆市長謝國樑、中廣董事長趙少康、國民黨立法院黨團總召曾銘宗、立委李德維、立委王鴻薇等人都到場站台,金門立委陳玉珍也特地從金門跨海來到基隆共襄盛舉。","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,01_Ho_ltn_news,2023-10-15 14:07:32,L1-14,7.3,boundary_semantic|l2_L2-04|l2_L2-07|has_speaker|has_target|claim|good_length,l1_gap_filling
_4dbd2eac54ee_u010,"透過 Google News 侯友宜指出,他非常清楚的展現自己的態度,認為兩岸要建立對話,避免戰爭,台灣也一定要不斷提升自我防衛能力,更重要的是要跟民主同盟合作,他很清楚的表達,態度也很堅定。",claim,"他身為未來的領導人,也充分表達自己負責任的態度及立場,「我要用我的生命顧台灣,至死不渝」。","侯友宜說,要對所有關心台海危機的好朋友再三強調,他會做到讓台海安定、台灣安全,也讓堅決民主自由的盟友都能安心,「我們一起並肩作戰,讓台灣遠離戰爭,世界能夠和平穩定」。","[{""name"": ""侯友宜"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",False,,01_Ho_chinatimes_news,2023-08-02 19:01:00,L1-14,7.3,boundary_semantic|l2_L2-02|l2_L2-04|has_speaker|has_target|claim|good_length,l1_gap_filling
_3c5ce1c98c79_u014,"「過去,民進黨站在第一線對抗專制獨裁政權,如今,我們的新使命是守護台灣,並且促進台灣的民主、和平與繁榮。」 宣言也指出,民進黨身為執政黨,從2016年以來,推動各項經濟政策,持續壯大台灣,也積極連結國際盟友,加強合作。",claim,民主是台灣人民累積打拚的珍貴資產。,"今年,台灣不僅和美國達成首批「台美21世紀貿易倡議」簽署,也陸續與菲律賓、印度和越南簽署更新投資協定,而台加「投資促進及保障協議」也啟動談判,種種的努力與成果,讓國際社會看見台灣,深化與台灣的連結。","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,03_Lai_ltn_news,2023-07-16 16:36:43,L1-14,7.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_af91895048e0_u001,"(記者叢昌瑾攝) 2024/01/12 20:30 〔即時新聞/綜合報導〕前總統馬英九日前接受外媒《德國之聲》專訪時,表示「兩岸關係必須相信中國領導人習近平」,引發社會譁然。",claim,"民進黨10日晚間在凱道造勢,支持者在景福門周圍擠的水洩不通。","對此,前國大代表黃澎孝對於馬英九統一的「肺腑之言」會這麼「嚇人」進行了分析,指出答案就在各機構長期進行的「統獨民調」中,並分享一位臉友在他的貼文留言,「昨晚在凱道有很多年輕人被馬英九嚇出來!」、「馬英九是民進黨的催票機!」。",[],"[""兩岸|cross-strait""]",False,,02_Ke_ltn_news,2024-01-12 20:30:27,L1-14,7.3,boundary_semantic|l2_L2-04|l2_L2-05|has_speaker|has_target|claim|good_length,l1_gap_filling
_5dab73381912_u003,"翁岳生指出,「112年司法院大法官提名審薦小組」共召開3次會議,有26人符合法定資格要件,在詳加審閱候選人相關資料,了解其工作歷練、價值理念等,最後針對學術能力、民主素養、品德操守等個人表現評選,達成共識後將建議人選呈給總統。",claim,"黃虹霞、吳陳鐶、林俊益、蔡明誠共4名司法院大法官將於9月30日任滿8年,依法退職。","根據規定,新任大法官將於10月1日就職,總統府預計在立法院本會期將提送提名人選,咨請立法院行使同意權。",[],[],False,,02_Ke_ltn_news,2023-05-30 14:20:15,L1-14,7.3,boundary_semantic|l2_L2-02|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
meeting1_39e771a13e42_u004,"这一次的总统大选除了在选择总统、副总统候选人,哪一队对国家有使命感,有能力守护台湾的安全,又可以促进台湾的民主和平跟繁荣,也是在选择国家的一条方向。",context,"台湾是应该要自信的,在信赖台湾这条路上持续壮大,还是要走回头路,不管是接受九二共事,或者是接受两岸一家情,或者去推动服贸,真的对台湾有比较好吗?",我要敬请各位父老乡亲。,[],[],False,,meeting1,,L1-14,7.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-08|has_speaker|has_target|good_length,l1_gap_filling
_a275a620510f_u005,"接著中國媒體《鳳凰衛視》5月5日抨擊「台執政黨修法增加兩岸『擦槍走火』開戰風險」,鋪墊衝突肇生時,捍衛中國漁民「合理性」。",quote,"事後,該條例5月三讀通過,中國自媒體再度以「我政府修法意圖挑釁」、恫嚇「敢開第一槍就比照越南和菲律賓對付」等。","據觀察,國內媒體5月2日、3日接連報導「條例授權海巡署長具『用砲權』逾越總統職權」、5月5日臉書粉專《你這麼蠢,你家裡人知道嗎》以「民進黨還怕兩岸不開戰」為文,指控政府修法是為製造戰端。",[],"[""兩岸|cross-strait""]",False,,02_Ke_ltn_news,2023-05-14 11:13:47,L1-14,6.8,boundary_semantic|l2_L2-04|has_speaker|has_target|quote|good_length,l1_gap_filling
_380bcaa6cf3c_u002,"TVBS前進華府 建立媒體、政界正向互動 記者劉亭廷於參訪華府期間,前往參議院外交委員會與知情人士進行意見交流(圖/TVBS) 記者劉亭廷於TVBS國際講座中,與香港大學生進行採訪經驗分享(圖/TVBS) 香港樹仁大學同學探討香港傳統餅店結業潮新聞專題,刊登於TVBS新聞網 (圖/TVBS) 下載新聞APP,找到通關密語拿大獎 加LINE免費刮刮樂,天天拿千元禮券 王思佳首次攜女同框!",context,"同時,TVBS也透過新聞編採、數位媒體發展實務經驗分享,深化與國際學術界的合作關係,讓國內外受過新聞教育的學生們,藉此交流開啟未來投身傳媒的契機。",放手讓女兒做自己 👉早上空腹喝黑咖啡的真相 👉代謝出狀況?,[],[],False,,03_Lai_tvbs_news,2023-04-21 16:45:00,L1-14,6.3,boundary_semantic|l2_L2-06|l2_L2-10|has_speaker|has_target|good_length,l1_gap_filling
_0eabab688055_u007,"陳智菡指出,葉耀元把柯文哲評的一無是處,稱科技執政與開放政府,全台灣都有在做,反問葉耀元是否不知道台灣疫苗採購資料封存30年、高端保護力不公開、NCC審照會黑箱等事件。",claim,"陳智菡表示,到活動現場後,團隊中好幾個人都看到葉耀元「斜睨著打量人、滿臉不屑」,柯文哲回答問題時,葉也頻頻看錶、翻白眼,抨擊葉耀元身為主持人,卻連基本尊重都做不到。","陳智菡批評,葉耀元身為「忠誠的台獨工作者」,意識形態大概已經深入大腦,認為只有四個堅持與務實台獨者才算言之有物,很難容忍其他意見與聲音。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,02_Ke_ltn_news,2023-04-27 16:44:36,L1-14,6.3,boundary_semantic|l2_L2-13|has_speaker|has_target|claim|good_length,l1_gap_filling
_56e5c3f8aa05_u006,"蔡英文強調,不只是在公衛領域,台灣有能力也有意願,對促進全球經貿發展做出貢獻,期盼在座所有議員在日本國會發揮影響力,協助台灣加入CPTPP,也希望在世界恢復往來後,台日關係能夠在既有的良好基礎上,更加緊密友好。",claim,"她要感謝包括日本在內的G7成員,連續3年重申台海和平穩定對國際社會安全和繁榮的重要性,以及日本也在今年「世界衛生大會」(WHA),呼籲國際支持台灣參與WHA和「世界衛生組織」(WHO)。","團長前原誠司眾議員表示,日本「立憲民主黨」、「日本維新會」、「國民民主黨」等3個主要在野黨聯袂組團訪台,期盼能跟共享自由民主、尊重人權及法治等普世價值的台灣發展進一步的友好關係。",[],[],False,,02_Ke_ltn_news,2023-07-03 19:50:45,L1-14,6.3,boundary_semantic|l2_L2-03|has_speaker|has_target|claim|good_length,l1_gap_filling
_9d7866bc9a44_u003,"吳回答時稱台灣可以有很多跨黨派合作,舉例包括世界50幾個國家都已經有《個資法》,民眾黨執政後將透過《個資法》接軌世界,指出目前稅率是12%,應該拉到15%,不然這3%到國外還是會被扣稅,不如投資台灣、協助產業綠能轉型等等。",claim,並各自說出兩位候選人優點?,吳欣盈辯論好幾次答非所問。,"[{""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,02_Ke_tvbs_news,2024-01-01 19:36:00,L1-14,6.3,boundary_semantic|l2_L2-13|has_speaker|has_target|claim|good_length,l1_gap_filling
_e884c9a99ea8_u003,"但她也強調至今仍有一些問題,並沒有獲得立即性的解決,「這幾年的執政還是有進步的空間。」 2024總統大選倒數、候選人、民調分析盡在TVBS 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 快來下載TVBS新聞APP,天天打卡抽咖啡 2024十二生肖運勢搶先看 「這生肖」把握前途無量的一年 👉早上空腹喝黑咖啡的真相 👉代謝出狀況?",claim,"以及蔡政府8年的執政成績,比前一個8年的成績更為亮眼。",你吃的可能是關鍵!,[],[],False,,02_Ke_tvbs_news,2023-12-12 21:27:00,L1-14,6.3,boundary_semantic|l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_6f24dffa9d03_u000,"針對台北流行音樂中心積欠1.9億工程款,前台北市長、民眾黨總統參選人柯文哲批評中央補助不公,只給民進黨執政縣市,也與現任蔣市府團隊隔空互嗆,引發關注。",claim,,"長年關注文化議題的民進黨立委吳思瑤今(24)日晚間表示,時任行政院長的民進黨總統參選人賴清德在2018年核定補助北流,替柯文哲解決預算困難的僵局,也代表民進黨對文化建設不分黨派。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,02_Ke_tvbs_news,2023-07-24 21:14:00,L1-14,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
_eca4e770ea44_u004,(圖/翻攝自「Costco好市多 商品經驗老實說」臉書) 2024總統大選倒數、候選人、民調分析盡在TVBS 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 2023大阪最熱逛街聖地!,claim,"(圖/翻攝自「Costco好市多 商品經驗老實說」臉書) 「Costco好市多 商品經驗老實說」 原PO將烤全雞進行後續處理,發揮出最大效益。",環球必玩5攻略 👉早上空腹喝黑咖啡的真相 👉代謝出狀況?,[],[],False,,02_Ke_tvbs_news,2023-11-19 17:35:00,L1-14,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
_6f24dffa9d03_u000,"針對台北流行音樂中心積欠1.9億工程款,前台北市長、民眾黨總統參選人柯文哲批評中央補助不公,只給民進黨執政縣市,也與現任蔣市府團隊隔空互嗆,引發關注。",claim,,"長年關注文化議題的民進黨立委吳思瑤今(24)日晚間表示,時任行政院長的民進黨總統參選人賴清德在2018年核定補助北流,替柯文哲解決預算困難的僵局,也代表民進黨對文化建設不分黨派。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,03_Lai_tvbs_news,2023-07-24 21:14:00,L1-14,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
_e884c9a99ea8_u003,"但她也強調至今仍有一些問題,並沒有獲得立即性的解決,「這幾年的執政還是有進步的空間。」 2024總統大選倒數、候選人、民調分析盡在TVBS 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 快來下載TVBS新聞APP,天天打卡抽咖啡 2024十二生肖運勢搶先看 「這生肖」把握前途無量的一年 👉早上空腹喝黑咖啡的真相 👉代謝出狀況?",claim,"以及蔡政府8年的執政成績,比前一個8年的成績更為亮眼。",你吃的可能是關鍵!,[],[],False,,03_Lai_tvbs_news,2023-12-12 21:27:00,L1-14,4.3,l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_286617a74599_u003,"蕭旭岑表示,這是在民進黨執政兩岸中斷交流以來,第一個大學代表團訪問台灣,對兩岸和平、舒緩兩岸緊張情勢有重要意義。",claim,"蕭旭岑接機畫面曝光,可見陸生團由團長北大前校長郝平等人走在最前方,而他身後一位身材高挑、瞇瞇眼的女子也被認出來是中國大陸奧運金牌得主「全滿貫」桌球好手丁寧。","由北京大學前校長郝平率領北京、清華、復旦、武漢及湖南等5校共37人訪台,今日搭乘中國國際航空CA-185從北京出發,於中午11時45分抵達桃園機場,預計從今日至7月23日進行9天8夜學術交流形成,期間將走訪台北、新竹、台中、花蓮等地;","[{""name"": ""民進黨"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,03_Lai_tvbs_news,2023-07-15 14:20:00,L1-14,4.3,l2_L2-04|has_speaker|has_target|claim|good_length,l1_gap_filling
_9acc68be0141_u002,"據悉,侯陣營7月1日後將正式成立競選辦公室,如今5大架構也曝光,舉凡文宣、組織、政策、新媒體、後勤部隊,未來侯辦將與國民黨主席朱立倫領導的黨中央緊密連結。",context,"在國民黨總統參選人侯友宜親自邀請下,國安會前秘書長金溥聰加入競選團隊操盤,盼在空戰上壓制對手、扭轉頹勢。","由於侯的競選團隊目前仍為「競選工作室」規模,7月1日後將擴大成「競選辦公室」,共有5大架構,包含金溥聰負責的新聞輿情與文宣部分,意圖從空戰方面壓制對手、扭轉頹勢;","[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,01_Ho_tvbs_news.csv,2023-06-27 13:41:00,L1-14,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_7a0b95af5463_u000,"總統大選將至,為強化參選人維安,國安局新購美軍特種部隊現役BARRETT MRAD狙擊槍及NVLS熱顯像儀,並與夜視鏡相輔相成強化夜間防護能力,同時搭配新型槍響偵測器,極短時間內定位敵目標予以反制。",context,,"2024總統大選明年1月舉行,為確保各陣營正副總統參選人安全,由國安局特種勤務指揮中心主責的「安維8號」,編組3+1(3組候選人、1預備組),人力約220人,將於明天正式成軍。",[],[],False,,01_Ho_tvbs_news.csv,2023-11-09 12:11:00,L1-14,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_e884c9a99ea8_u003,"但她也強調至今仍有一些問題,並沒有獲得立即性的解決,「這幾年的執政還是有進步的空間。」 2024總統大選倒數、候選人、民調分析盡在TVBS 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 快來下載TVBS新聞APP,天天打卡抽咖啡 2024十二生肖運勢搶先看 「這生肖」把握前途無量的一年 👉早上空腹喝黑咖啡的真相 👉代謝出狀況?",claim,"以及蔡政府8年的執政成績,比前一個8年的成績更為亮眼。",你吃的可能是關鍵!,[],[],False,,01_Ho_tvbs_news.csv,2023-12-12 21:27:00,L1-14,4.3,l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_1eaafe30bdea_u002,"不過,民進黨「賴蕭配」在開票後就持續領先,得票率更是突破40%大關,最終也在2人自行宣布當選下,象徵成功接棒總統蔡英文的政權,更讓民進黨成為自1996年總統直選以來,首個連續執政3屆的政黨。",context,"自2024年總統大選呈現「三腳督」戰況後,三組候選人的競爭就非常激烈。","總統大選即時開票,立委即時開票 2024總統大選倒數 獨家分析盡在TVBS 《邪妓》1/26獻妓品!","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,02_Ke_tvbs_news,2024-01-13 20:42:00,L1-14,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_380bcaa6cf3c_u000,"TVBS持續發展國際新聞,強化國際媒體影響力,TVBS外交軍事記者劉亭廷近日更受到「美國東西中心(The East-West Center)」邀請,與印度記者一同前往華府,展開為期三天的「台灣-印度記者對話」,也另外透過國際新聞講座,與香港大學生分享新聞採訪經驗。",context,,"同時,TVBS也透過新聞編採、數位媒體發展實務經驗分享,深化與國際學術界的合作關係,讓國內外受過新聞教育的學生們,藉此交流開啟未來投身傳媒的契機。",[],[],False,,03_Lai_tvbs_news,2023-04-21 16:45:00,L1-14,4.3,l2_L2-03|l2_L2-10|has_speaker|has_target|good_length,l1_gap_filling
_b09c6e058a0d_u005,"賴清德執政周年,最新民調出爐訂閱TVBS新聞網YouTube,獨家內容搶先看加入TVBS新聞LINE,重點新聞一次看 你打幾分?",context,蛋殼8種簡單妙用:做無毒防蟲劑、清水管、清潔果汁機 你打幾分?,"賴清德執政周年,最新民調出爐 訂閱TVBS新聞網YouTube,獨家內容搶先看 加入TVBS新聞LINE,重點新聞一次看 👉早上空腹喝黑咖啡的真相 👉代謝出狀況?","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_tvbs_news,2025-01-03 22:22:00,L1-14,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_b09c6e058a0d_u006,"賴清德執政周年,最新民調出爐 訂閱TVBS新聞網YouTube,獨家內容搶先看 加入TVBS新聞LINE,重點新聞一次看 👉早上空腹喝黑咖啡的真相 👉代謝出狀況?",context,"賴清德執政周年,最新民調出爐訂閱TVBS新聞網YouTube,獨家內容搶先看加入TVBS新聞LINE,重點新聞一次看 你打幾分?",你吃的可能是關鍵!,"[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_tvbs_news,2025-01-03 22:22:00,L1-14,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_1eaafe30bdea_u002,"不過,民進黨「賴蕭配」在開票後就持續領先,得票率更是突破40%大關,最終也在2人自行宣布當選下,象徵成功接棒總統蔡英文的政權,更讓民進黨成為自1996年總統直選以來,首個連續執政3屆的政黨。",context,"自2024年總統大選呈現「三腳督」戰況後,三組候選人的競爭就非常激烈。","總統大選即時開票,立委即時開票 2024總統大選倒數 獨家分析盡在TVBS 《邪妓》1/26獻妓品!","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,03_Lai_tvbs_news,2024-01-13 20:42:00,L1-14,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_0665bace3ef8_u021,"現在要彌補,就是乾脆讓全民能夠有蒐集情報的能力作反制,這也是黑熊學院現在在努力的事,然後我現在和研究統戰的同伴也在編寫情報蒐集的教科書。",context,"6. #情報戰:自從馬英九時代把國安人員從中國叫回來,然後開放中國各單位自由來台灣之後,情報戰可以說是輸到脫褲,等到之後要彌補的時候又發生國安人員的資料外洩(駭客攻擊)。","7. #輿論戰(認知作戰):不用我說,台灣最慘的領域。",[],[],False,,01_Hou_X_datasets,2023-11-02 22:17:00,L1-14,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_88bf70726c8a_u014,"各政黨抽籤號次:1號 小民參政歐巴桑聯盟2號 台灣綠黨 依中選會發布的選舉制度簡介顯示,不分區立委的候選人應由政黨申請登記,但申請登記之政黨須符合下列資格條件之一: 1.最近1次總統、副總統選舉,其所推薦候選人總得票數達該次選舉有效票2%以上。",context,政黨票有哪些黨可以投?,"2.最近3次不分區立委選舉得票率,曾達2%以上。",[],[],True,,03_Lai_tvbs_news,2024-01-09 17:14:00,L1-14,3.8,l2_L2-09|has_speaker|has_target|procedural|good_length,l1_gap_filling
_fdac5759ff88_u001,"如果真的是,根據總統副總統選舉法規定,可能會喪失參選資格。",context,"在民眾黨副總統參選人吳欣盈國籍被檢視後,曾經擁有美國籍的民進黨副總統參選人蕭美琴,也成了被檢視的對象,藥師林士峰在臉書貼上2002年蕭美琴放棄美籍,拿到中華民國身分證的新聞截圖,網友就質疑蕭美琴是不是曾申請回復國籍?","2024總統大選倒數、候選人、民調分析盡在TVBS 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 快來下載TVBS新聞APP,天天打卡抽咖啡 2024龍年運勢全預測!",[],[],False,,03_Lai_tvbs_news,2023-12-02 19:43:00,L1-14,3.8,boundary_semantic|has_speaker|has_target,l1_gap_filling
_88bf70726c8a_u014,"各政黨抽籤號次:1號 小民參政歐巴桑聯盟2號 台灣綠黨 依中選會發布的選舉制度簡介顯示,不分區立委的候選人應由政黨申請登記,但申請登記之政黨須符合下列資格條件之一: 1.最近1次總統、副總統選舉,其所推薦候選人總得票數達該次選舉有效票2%以上。",context,政黨票有哪些黨可以投?,"2.最近3次不分區立委選舉得票率,曾達2%以上。",[],[],True,,01_Ho_tvbs_news.csv,2024-01-09 17:14:00,L1-14,3.8,l2_L2-09|has_speaker|has_target|procedural|good_length,l1_gap_filling
