id,candidate,party,source_type,date,sentence,L1_label,L1_reasoning,L2_labels,L2_reasoning,spans,content_frames,style_markers,ideological_phrases,confidence,uncertain_boundary,error
_525c0894baad_u020,侯友宜,KMT,news,2023-12-28 21:00:00,"賴清德感性回憶,看到弱勢民眾在颱風下雨時,穿著雨衣趴在桌子、等著風雨過去;",L1-04,文本聚焦弱勢民眾在惡劣天氣中的具體生活困境，體現對民眾日常生活福祉的關注,L2-10,通過描述弱勢民眾的艱難處境激發同情與共鳴情感,弱勢民眾在颱風下雨時|穿著雨衣趴在桌子、等著風雨過去,弱勢群體生活困境|自然災害中的民生狀況,感性敘述|具象化描寫,弱勢民眾,high,,
_525c0894baad_u020,柯文哲,TPP,news,2023-12-28 21:00:00,"賴清德感性回憶,看到弱勢民眾在颱風下雨時,穿著雨衣趴在桌子、等著風雨過去;",L1-04,文本聚焦弱勢民眾在颱風中的生活困境，體現對民生福祉的關注,L2-10,通過描述弱勢民眾困境激發同情情感，屬於共同情感動員,弱勢民眾在颱風下雨時|穿著雨衣趴在桌子、等著風雨過去,弱勢群體生活困境|自然災害中的民生狀況,感性敘述|具象化場景描寫,弱勢民眾,high,,
_abb20f547c9c_u001,柯文哲,TPP,news,2023-08-23 12:36:30,"(記者叢昌瑾攝) 2023/08/23 12:36 〔記者陳政宇/台北報導〕民進黨今(23)日表示,標榜新政治的民眾黨總統參選人柯文哲及自詡警察正義的國民黨總統參選人侯友宜,過去都有「密室政治」的黑歷史,例如侯友宜喬文化大學「大群館」宿舍爭議、黨內立委初選及總統提名;",L1-08,文本核心在批評對手政策制定過程中的不透明操作，如喬宿舍爭議和黨內提名程序,L2-02|L2-08,L2-02通過對比凸顯民進黨與他黨差異，L2-08將對手描繪為共同敵人,標榜新政治的民眾黨總統參選人柯文哲及自詡警察正義的國民黨總統參選人侯友宜|過去都有「密室政治」的黑歷史|侯友宜喬文化大學「大群館」宿舍爭議、黨內立委初選及總統提名,政治人物誠信質疑|政策過程透明度批判|黨際競爭對比,負面標籤化|對比諷刺|指控性語言,密室政治|黑歷史|喬宿舍爭議,high,,
_335e93de68ef_u002,侯友宜,KMT,news,2023-12-20 20:51:00,"影片/總統選舉首場政見會 侯友宜賴清德柯文哲發言一覽 賴清德:協助礦區居住權獲保障後 老家交付公益信託 礦區建築合法轉型台北縣府有前例 原規則因升格新北廢止 賴清德回應老家公益信託沒有委屈 柯文哲酸太慢了 賴清德在第二輪發言提到,他家的老房子受到藍白攻擊,也引起社會關注,其實礦區的房子,牽涉到台灣礦業發展歷史留下來的礦工住宅,",L1-08,文本核心在討論政策制定過程與政策評估，包括礦區居住權保障、建築合法轉型程序及公益信託政策回應,L2-05|L2-06,L2-05體現在重新詮釋礦區建築歷史意義，L2-06體現在調用礦業發展歷史經驗來正當化當前立場,"協助礦區居住權獲保障後 老家交付公益信託|礦區的房子,牽涉到台灣礦業發展歷史留下來的礦工住宅|礦區建築合法轉型台北縣府有前例 原規則因升格新北廢止",政策回應與辯護|歷史脈絡正當化|程序合法性論述,防禦性論述|歷史情感訴求|政策工具運用,礦區居住權|公益信託|礦業發展歷史,high,,
_a7283ccefcb1_u009,柯文哲,TPP,news,2023-12-07 16:44:00,"地礦中心:賴清德家建物符規定 地目變更屬地方權責 郭雅慧指出,目前全國均已停止採礦,過去礦區建物在礦權被廢止後,政府未能即時將分區進行更正,造成民眾喪失合法房屋權益,為顧及因礦業權廢止所衍生的土地及民眾權益問題,期盼能為這些弱勢礦工後代解決。",L1-08,文本核心在討論政策制定與執行問題，包括地目變更的權責歸屬及政府未能及時更正分區的政策疏失,L2-05|L2-07,L2-05體現在對歷史政策問題的重新詮釋，L2-07建構了礦工權益受損的系統性危機,"政府未能即時將分區進行更正,造成民眾喪失合法房屋權益|為顧及因礦業權廢止所衍生的土地及民眾權益問題|期盼能為這些弱勢礦工後代解決",政策執行疏失檢討|歷史遺留問題處理|弱勢群體權益保障,問題導向敘述|政策責任歸屬|弱勢關懷語氣,合法房屋權益|弱勢礦工後代|土地及民眾權益,high,,
_f9e98dee5d9f_u021,柯文哲,TPP,news,2023-11-21 19:18:00,"至於不分區納入陸配李貞秀,柯文哲強調,他反對不分區排除陸配,台灣本來就是移民社會,為何要歧視或敵視這些人,過去本省、外省的隔閡好不容易解除,不希望再有新的隔閡。",L1-05,文本核心在批判對陸配的歧視與敵視，強調社會平等與消除群體隔閡，符合社會正義框架。,L2-05|L2-12,L2-05體現在重新詮釋本省外省歷史隔閡以服務當前論點；L2-12體現在呼籲社會承擔接納移民的責任。,"為何要歧視或敵視這些人|過去本省、外省的隔閡好不容易解除,不希望再有新的隔閡",反對歧視陸配|移民社會平等|歷史隔閡教訓,質疑性反問|歷史對比論證|道德勸誡語氣,反對不分區排除陸配|移民社會|歧視或敵視,high,,
_deaafbe511f6_u006,赖清德,DPP,news,2023-10-06 18:04:00,"賴清德表示,過去在行政院長任內核定全台冷鏈系統,先後投入新台幣120億元,可以保住農產品鮮度,一直很希望東部農產品可直接賣到日本,有跟日本政治人物溝通,未來會跟日本建立產銷關係,把農產品直接由東部運到日本石垣島或沖繩,保障農民收入。",L1-01,文本核心聚焦農產品冷鏈系統投資與外銷管道的經濟發展議題,L2-13,提出建立台日產銷關係的未來願景作為共同目標,"核定全台冷鏈系統,先後投入新台幣120億元|未來會跟日本建立產銷關係,把農產品直接由東部運到日本",農業經濟發展|國際貿易合作|農民收入保障,政策承諾語氣|具體數字佐證,保障農民收入,high,,
_4b212b47318a_u006,柯文哲,TPP,news,2023-10-31 11:44:48,"王興煥指出,蔣介石及其兒子蔣經國是威權、屠夫,兩蔣屠殺台灣人,也是中國來到台灣的殖民者,所以「尊蔣」不管是老蔣或小講,就是讚揚屠殺、尊崇殖民、破壞民主憲政精神,也傷害台灣的主體意識,這是轉型正義一定要處理的,尤其是在台北市中心的中正紀念堂。",L1-02,文本核心是對歷史人物進行道德評價，使用「威權、屠夫、殖民者」等強烈倫理判斷詞彙，並從轉型正義角度論證其行為的錯誤性。,L2-05|L2-06|L2-08|L2-15,L2-05體現在對兩蔣歷史的重新詮釋；L2-06通過「屠殺台灣人」建構集體記憶；L2-08將兩蔣設定為共同敵人；L2-15強調民主憲政精神被破壞。,"蔣介石及其兒子蔣經國是威權、屠夫|兩蔣屠殺台灣人,也是中國來到台灣的殖民者|尊蔣...就是讚揚屠殺、尊崇殖民、破壞民主憲政精神",歷史評價與轉型正義|殖民論述|民主價值捍衛,強烈道德譴責語氣|二元對立敘事|政治動員性語言,轉型正義|台灣的主體意識|民主憲政精神,high,,
_d594edeb850f_u004,侯友宜,KMT,news,2023-02-10 21:53:15,"夏立言強調,當時雙方不僅定期進行「兩岸事務首長會議」,後來也成功於新加坡舉行「馬習會」,為兩岸領導人面對面平等協商、和平交流樹立典範,更得到國際社會的高度肯定,這不但證明了過去8年國民黨兩岸政策的正確性和重要性,而且也是國共兩黨合作下,不可忽視的重大成就。",L1-08,文本核心在评估两岸政策制定与执行成果，强调会议机制建立和国际肯定作为政策正确性的证明,L2-04|L2-11,L2-04体现于引用国际社会肯定作为正当性依据，L2-11体现于强调重大成就以激发自豪感,"成功於新加坡舉行「馬習會」,為兩岸領導人面對面平等協商、和平交流樹立典範|得到國際社會的高度肯定|證明了過去8年國民黨兩岸政策的正確性和重要性",两岸政策成果评估|国际社会认可|政党合作成就,强调性用语|肯定性评价|成就导向叙述,兩岸事務首長會議|馬習會|國共兩黨合作,high,,
_4b212b47318a_u012,柯文哲,TPP,news,2023-10-31 11:44:48,"他強調,台灣基進主張,廢除《中正紀念堂管理處組織法》、停編兩蔣陵寢、中正紀念堂的營運和修繕經費、撤除國防部在兩蔣陵寢及中正紀念堂的儀隊,推動轉型正義不會造成族群對立和國族衝突,當台灣落實轉型正義,「台灣國族」才能在應有價值內團結。",L1-05,文本核心在推動轉型正義以實現社會公平與正義，強調消除歷史不公對台灣國族團結的價值,L2-05|L2-06|L2-14,L2-05體現在重新詮釋兩蔣歷史意義，L2-06體現在塑造轉型正義的集體記憶，L2-14體現在號召團結於台灣國族價值,廢除《中正紀念堂管理處組織法》、停編兩蔣陵寢|推動轉型正義不會造成族群對立和國族衝突|台灣國族才能在應有價值內團結,轉型正義政策主張|歷史遺產處理|國族團結論述,主張性措辭|價值導向論述|團結呼籲,轉型正義|台灣國族|兩蔣陵寢,high,,
_3ff13f492fcd_u001,赖清德,DPP,news,2023-09-07 18:59:11,"(記者田裕華攝) 2023/09/07 18:59 〔記者陳政宇/台北報導〕台灣基進今天(7日)在中正紀念堂自由廣場前舉辦「台灣大普渡」儀式,批評前總統蔣介石塑像仍矗立,轉型正義與台灣民主就是假的,期盼2024能進入國會,全力推倒蔣介石銅像。",L1-05,文本核心在批判歷史人物塑像存在對轉型正義與民主的負面影響，強調社會資源與象徵分配的公平性問題,L2-05|L2-06|L2-14,L2-05體現在對蔣介石歷史地位的重新詮釋，L2-06透過儀式塑造集體記憶，L2-14體現在推倒銅像的團結號召,"批評前總統蔣介石塑像仍矗立,轉型正義與台灣民主就是假的|期盼2024能進入國會,全力推倒蔣介石銅像",轉型正義訴求|歷史象徵批判|政治行動目標,儀式化抗議|直接批判語氣|行動導向,轉型正義|台灣民主|推倒蔣介石銅像,high,,
_efb046c0ffe9_u008,赖清德,DPP,news,2023-12-04 11:29:54,"「請問賴清德要力挺嗎?競選總幹事住5千萬豪宅,就是民進黨給台灣人居住正義的答案嗎?」王鴻薇也指出,根據情資顯示,潘孟安一開始住在福華飯店,後來才搬過去力麒御品,至少居住半年左右,根據實價登錄網站,近兩年約在5100萬到5600萬左右。",L1-05,文本核心質疑政治人物居住豪宅與民進黨承諾的居住正義之間的公平性問題,L2-05|L2-08,L2-05通過重新詮釋居住正義承諾來建構批判敘事，L2-08將民進黨設定為違背承諾的共同敵人,"就是民進黨給台灣人居住正義的答案嗎|競選總幹事住5千萬豪宅|根據情資顯示,潘孟安一開始住在福華飯店,後來才搬過去力麒御品",政治人物特權居住|居住正義承諾對比|房價與社會公平,質疑反問語氣|對比凸顯不公|揭露性敘事,居住正義|給台灣人的答案,high,,
_34edad982c99_u030,赖清德,DPP,news,2023-12-23 13:23:00,"賴清德則批侯柯接受九二共識、主張兩岸一家親,無法保護國家,並指出萬里老家沒有特權,礦區居住權獲得保障後,他願把房子交付公益信託,優先做為「礦工生活紀念館」;",L1-09,文本核心在於批評對手政策對選情與國家安全的影響，並透過個人承諾爭取政治支持,L2-08|L2-14,將接受九二共識者設定為無法保護國家的共同敵人，並透過公益承諾號召團結支持,"批侯柯接受九二共識、主張兩岸一家親,無法保護國家|願把房子交付公益信託,優先做為「礦工生活紀念館」",政策安全風險論述|個人誠信建設|歷史記憶保存,對比批判|承諾式表態|情感訴求,九二共識|兩岸一家親|保護國家|公益信託,high,,
_4bdc48adbff0_u005,赖清德,DPP,news,2024-01-10 17:37:00,"蕭美琴也在陪同邱議瑩車掃時,稱讚邱議瑩有正義感,且溫暖又堅定,是高雄在立法院最佳代言人,呼籲選民一起幫邱議瑩及賴蕭配加油,「讓美德贏台灣,台灣贏得美,邱議瑩當選」。",L1-09,文本核心在於呼籲選民投票支持特定候選人與組合，直接涉及選舉結果與政治格局影響,L2-10|L2-14,使用情感語言動員支持（加油/贏），並直接呼籲團結投票,"呼籲選民一起幫邱議瑩及賴蕭配加油|讓美德贏台灣,台灣贏得美,邱議瑩當選",選舉動員|候選人特質讚揚|投票呼籲,口號式語言|情感呼籲|競選文宣風格,美德贏台灣|台灣贏得美,high,,
_d790a588ccc2_u000,柯文哲,TPP,news,2023-07-16 20:45:00,"王婉諭716凱道集會批柯文哲靠近黑金 「算什麼第三勢力」 2023/7/16 20:45 (8/26 09:57 更新) (中央社記者郭建伸台北16日電)時代力量黨主席王婉諭今天出席「公平正義救台灣」活動,抨擊民眾黨總統參選人柯文哲過去台北市長任內,不僅有社子島區段徵收爭議,還與黑金勢力、牛鬼蛇神站在一起,「算什麼第三勢力?」",L1-02,文本核心在批評柯文哲與黑金勢力站在一起的行為不符合道德標準，使用價值判斷用語,L2-02|L2-08,L2-02通過區隔「第三勢力」與黑金勢力建構差異化認同；L2-08將黑金勢力設定為共同敵人,抨擊民眾黨總統參選人柯文哲...還與黑金勢力、牛鬼蛇神站在一起|「算什麼第三勢力?」,政治人物道德批判|第三勢力純潔性要求|反黑金價值主張,抨擊性措辭|道德譴責語氣|反問修辭強化批判,黑金勢力|牛鬼蛇神|第三勢力,high,,
_a5afadd8d4d5_u003,侯友宜,KMT,news,2023-07-04 09:55:00,"更多新聞:侯友宜稱可重啟核四 綠委:穿越時空打臉過去的自己 更多新聞:侯友宜稱可重啟核四 綠委:穿越時空打臉過去的自己 「館長」陳之漢與黃國昌將以「司法正義」、「居住正義」為訴求,號召民眾7月16日走上凱道遊行。",L1-08,文本核心在政策立場對比與政策制定過程的爭議，聚焦侯友宜對核四政策的轉變及民進黨立委的批評,L2-02|L2-09,L2-02體現在綠委批評侯友宜立場矛盾凸顯差異，L2-09體現在以司法正義、居住正義為訴求的社會改革比較,侯友宜稱可重啟核四 綠委:穿越時空打臉過去的自己|號召民眾7月16日走上凱道遊行,政策立場轉變批評|社會正義訴求動員|政治人物言行對比,諷刺性修辭|行動號召語氣|對立框架建構,司法正義|居住正義|重啟核四,medium,文本較簡短，部分L2標籤證據略顯薄弱,
_335e93de68ef_u002,柯文哲,TPP,news,2023-12-20 20:51:00,"影片/總統選舉首場政見會 侯友宜賴清德柯文哲發言一覽 賴清德:協助礦區居住權獲保障後 老家交付公益信託 礦區建築合法轉型台北縣府有前例 原規則因升格新北廢止 賴清德回應老家公益信託沒有委屈 柯文哲酸太慢了 賴清德在第二輪發言提到,他家的老房子受到藍白攻擊,也引起社會關注,其實礦區的房子,牽涉到台灣礦業發展歷史留下來的礦工住宅,",L1-08,文本核心在討論政策制定過程與政策評估，包括礦區居住權保障、建築合法轉型及公益信託等政策議題,L2-08|L2-10,L2-08體現在將對手描述為攻擊者，L2-10體現在通過礦工住宅歷史引發情感共鳴,"賴清德回應老家公益信託沒有委屈|藍白攻擊|礦區的房子,牽涉到台灣礦業發展歷史留下來的礦工住宅",政策辯護與回應|歷史背景正當化|政治攻擊與反擊,辯護性語氣|歷史情感訴求|政治攻防表述,公益信託|礦工住宅|藍白攻擊,medium,文本為新聞摘要性質，框架表達相對片段化,
_7b5117f2d37b_u013,赖清德,DPP,news,2023-08-21 05:30:00,"至於當上總統後的願景,賴清德說明,他的使命及擔任總統的工作,就是守護台灣,促進民主和平繁榮,在與總統蔡英文相同的民主道路上,推動國家希望工程,打造民主和平、創新繁榮、公義永續的台灣,讓年輕人看見希望,壯年人實現夢想,老年人得到幸福,弱勢者得到照顧。",L1-08,文本核心是阐述总统的政策愿景与施政目标，属于政策设计与规划范畴,L2-13|L2-15|L2-14,L2-13体现在描绘未来美好蓝图，L2-15强调民主价值，L2-14隐含团结号召,"打造民主和平、創新繁榮、公義永續的台灣|讓年輕人看見希望,壯年人實現夢想,老年人得到幸福,弱勢者得到照顧|在與總統蔡英文相同的民主道路上,推動國家希望工程",政策愿景规划|社会各群体福祉|民主发展路径,愿景式表述|包容性语言|正向价值词汇,守護台灣|民主和平繁榮|國家希望工程,high,,
_a7283ccefcb1_u009,赖清德,DPP,news,2023-12-07 16:44:00,"地礦中心:賴清德家建物符規定 地目變更屬地方權責 郭雅慧指出,目前全國均已停止採礦,過去礦區建物在礦權被廢止後,政府未能即時將分區進行更正,造成民眾喪失合法房屋權益,為顧及因礦業權廢止所衍生的土地及民眾權益問題,期盼能為這些弱勢礦工後代解決。",L1-08,文本核心在討論政策制定與執行問題，包括地目變更權責歸屬、礦權廢止後的行政處理缺失及權益保障政策,L2-05|L2-12,L2-05體現在對礦業歷史問題的重新詮釋，L2-12體現在強調政府對弱勢礦工後代的責任義務,"地目變更屬地方權責|政府未能即時將分區進行更正,造成民眾喪失合法房屋權益|期盼能為這些弱勢礦工後代解決",行政權責劃分|歷史政策遺留問題|弱勢權益保障,官方說明語氣|問題導向敘述|訴求解決導向,合法房屋權益|弱勢礦工後代|土地及民眾權益,medium,L2標籤證據相對間接，主要基於問題詮釋和責任訴求,
_9a0191cbdf25_u003,赖清德,DPP,news,2023-12-16 20:04:06,"陳世凱說,國民黨和總統候選人侯友宜除了嘴說反貪卻力挺貪污犯,說要拚經濟也是像空氣,不僅侯友宜無視中國現況,提出重啟服貿、開放中生來台就業,不顧台灣青年的未來,過去馬英九承諾的633政見、年金改革、能源轉型、居住正義,沒有一項做到,全面跳票。",L1-09,文本核心在於批判國民黨與侯友宜的政策承諾未實現，並強調這些失敗對選舉與政治支持的影響,L2-08|L2-09|L2-15,L2-08體現在將國民黨與侯友宜描繪為損害台灣利益的行為者；L2-09通過對比承諾與現實激發改革意識；L2-15體現在以民主價值批判政策不顧台灣青年未來,"國民黨和總統候選人侯友宜除了嘴說反貪卻力挺貪污犯|過去馬英九承諾的633政見、年金改革、能源轉型、居住正義,沒有一項做到,全面跳票|不顧台灣青年的未來",政策承諾跳票批判|經濟與就業政策爭議|青年未來保障,對比修辭|負面指控|政治動員語言,重啟服貿|開放中生來台就業|居住正義,high,,
_6ce06bf5b7ce_u000,侯友宜,KMT,news,2023-11-24 18:04:00,"國民黨估立委上看50席 藍白合破局成變數 2023/11/24 18:04 (12/2 16:02 更新) (中央社記者王承中台北24日電)藍白合破局,國民黨黨內人士表示,對傳統藍營優勢或弱勢的立委選區衝擊有限,藍白無法整合恐流失游離票,影響部分五五波選區;",L1-09,文本核心在分析藍白合破局對立委選舉席次與選情的政治影響,L2-09,通過立委席次預測與選區分析來培養競爭意識,"國民黨估立委上看50席|藍白無法整合恐流失游離票,影響部分五五波選區",選舉席次預測|政黨合作破局影響|選票流失分析,數據化預測|選情評估語氣,藍白合破局|五五波選區,high,,
_e77b6cf01770_u010,侯友宜,KMT,news,2023-08-28 14:52:00,"透過 Google News 民進黨立法院黨團書記長莊瑞雄說,楊志良過去有不少失言的紀錄,包括對未婚女性的歧視言論,或是在防疫期間,發表開除染疫醫師,或是像昨天的言論,這種言論都已經異於常人,奉勸國民黨參選人侯友宜或獨立參選的郭台銘要小心一點,對於這種違背社會一般認知的言論,盡量少一點比較好,曾當過高官的人講這種話,是很不合理。",L1-02,文本核心是對楊志良言論進行道德判斷，批評其違背社會一般認知且不合理,L2-02|L2-10,L2-02體現在建構我群（社會一般認知）與他者（楊志良）的價值差異；L2-10體現在透過批評激發對不當言論的集體憤怒,"這種言論都已經異於常人|對於這種違背社會一般認知的言論|曾當過高官的人講這種話,是很不合理",道德譴責失言|政治人物言論責任|社會價值規範,勸誡語氣|負面評價|對比強化,違背社會一般認知|異於常人|很不合理,high,,
_35411f402d8c_u009,柯文哲,TPP,news,2023-12-25 16:56:00,"侯友宜表示,當年賴清德主導勞基法修惡,不但要人民「做功德」,還大砍勞工7天假,其中1天正是中華民國行憲紀念日,試圖將國家的立國、法治精神從人民生活中抹殺,如果賴清德連國家根本大法都能藐視,又如何會守護人民權利。",L1-06,文本核心在質疑賴清德對憲法精神的藐視及法治精神的破壞，聚焦於法律規範與政府管理的正當性,L2-01|L2-05|L2-15,L2-01體現在將中華民國作為國家主體討論；L2-05體現在對行憲紀念日意義的重新詮釋；L2-15體現在以法治精神作為民主價值的核心邊界,其中1天正是中華民國行憲紀念日|試圖將國家的立國、法治精神從人民生活中抹殺|如果賴清德連國家根本大法都能藐視,憲法精神維護|勞工權益削減|政府官員問責,道德譴責語氣|歷史事件重構|法治價值對比,行憲紀念日|國家根本大法|法治精神,high,,
_feab83dbe508_u014,柯文哲,TPP,news,2023-11-07 12:30:00,"透過 Google News 對此,柯文哲回應,台灣是移民社會,要想辦法成為共融社會,台灣過去被本省外省議題困擾許久,如今新住民的議題就是本省外省的延伸,必須想辦法解決台灣社會互相歧視問題。",L1-05,文本核心聚焦於社會內部歧視問題及群體融合，強調社會資源分配與權利平等,L2-12|L2-14,L2-12體現在呼籲解決社會歧視的公共責任，L2-14體現在直接號召社會團結融合,台灣過去被本省外省議題困擾許久|必須想辦法解決台灣社會互相歧視問題|要想辦法成為共融社會,社會歧視問題|群體融合|歷史延續的社會矛盾,問題導向|呼籲性語言|社會診斷式表述,共融社會|互相歧視問題|移民社會,high,,
_c979e9abc24c_u006,赖清德,DPP,news,2023-08-10 00:33:55,"鄭文燦也說,大溪是文化的故鄉,大溪有許多台灣味的地方,當市長這8年來大溪老城區獲得中央支持,讓大溪老街變得不一樣,走進大溪老街就是走進歷史,大溪也是神的故鄉,關聖帝君生日眾神都來祝福,30多個社頭從1914年至今100多年遶境沒中斷,要給大溪傳統鼓勵,這是大溪的第2個過年,是生活的一部分,今天祝壽典禮希望眾神保佑,希望台灣經濟、民主、和平都能獲得保障。",L1-04,文本聚焦於文化遺產、傳統節慶與民眾生活體驗，強調大溪老街的歷史文化價值與宗教活動對地方生活的意義,L2-03|L2-06|L2-11,L2-03體現於將大溪老街與宗教傳統作為文化象徵；L2-06體現於強調百年遶境傳統的集體記憶；L2-11體現於對地方文化特色的讚美與自豪,大溪是文化的故鄉|30多個社頭從1914年至今100多年遶境沒中斷|走進大溪老街就是走進歷史,文化遺產保護|傳統節慶延續|地方特色發展,情感化描述|文化自豪語氣|願景表達,文化的故鄉|台灣味的地方|眾神保佑,high,,
_639454222abb_u009,赖清德,DPP,news,2023-11-29 18:48:45,"吳惠玲也指出,傳統產業勞動條件較有努力空間,因此個人特別關注勞退雇主提撥議題,過去賴清德推動軍公教加薪、帶動國公營事業加薪3%,未來也期待青年世代能同樣獲得更完善的薪資調整與權益保障。",L1-05,文本核心關注勞工薪資調整與權益保障的公平性問題，特別是青年世代與軍公教群體間的待遇差異,L2-05|L2-09,L2-05體現在對賴清德推動軍公教加薪歷史事件的重新詮釋，L2-09體現在不同群體間薪資待遇的比較意識,傳統產業勞動條件較有努力空間|期待青年世代能同樣獲得更完善的薪資調整與權益保障|賴清德推動軍公教加薪、帶動國公營事業加薪3%,勞工權益保障|薪資公平性|世代待遇比較,期待性表述|比較性修辭,勞動條件努力空間|薪資調整與權益保障,high,,
_b88353336059_u002,赖清德,DPP,news,2023-05-27 18:58:00,"賴清德表示,台灣是人民的母親,2300萬人都是這片土地的「番薯仔」,絕對有權利、有能力在這片土地上,用理想改造國家,讓國家更民主、和平、繁榮,希望大家團結合作,發揮關鍵性力量,讓賴清德高票當選總統,也讓民進黨在新竹市推薦出來的立法委員人選林志潔可以順利當選。",L1-09,文本核心在於呼籲選民投票支持特定候選人，直接涉及選舉結果與政黨競爭的政治後果,L2-03|L2-10|L2-11|L2-14,使用番薯仔作為國家象徵（L2-03），激發共同情感與民族自豪（L2-10/L2-11），並直接號召團結投票（L2-14）,"台灣是人民的母親,2300萬人都是這片土地的「番薯仔」|讓國家更民主、和平、繁榮|希望大家團結合作,發揮關鍵性力量,讓賴清德高票當選總統",國家認同建構|選舉動員|民主價值訴求,情感化修辭|集體號召語氣|選舉口號式結尾,番薯仔|團結合作|民主、和平、繁榮,high,,
_35d8087b637c_u009,赖清德,DPP,news,2023-05-10 18:34:00,"女兒「死死緊抱老父」頭破濺血:才剛開刀結束 林淑雅2017年在原住民族歷史正義與轉型正義委員會委員上,主張自己的看法。",L1-04,文本描述個人遭受暴力傷害的具體場景，聚焦於身體傷害與健康狀況，屬於人文關懷範疇,,文本僅描述個人暴力事件，未涉及國家認同建構相關論述,女兒「死死緊抱老父」頭破濺血|才剛開刀結束,暴力傷害描述|健康狀況關注,情感化敘事|具體場景描繪,,medium,文本前後語境不完整，難以判斷完整事件背景與政治意涵,
_a5afadd8d4d5_u003,赖清德,DPP,news,2023-07-04 09:55:00,"更多新聞:侯友宜稱可重啟核四 綠委:穿越時空打臉過去的自己 更多新聞:侯友宜稱可重啟核四 綠委:穿越時空打臉過去的自己 「館長」陳之漢與黃國昌將以「司法正義」、「居住正義」為訴求,號召民眾7月16日走上凱道遊行。",L1-08,文本核心在於政策立場的對比與評估，包括核四重啟的政策主張及對過去立場的檢視,L2-05|L2-09,L2-05體現在對侯友宜過去立場的重新詮釋，L2-09體現在司法正義、居住正義等社會議題的比較意識,侯友宜稱可重啟核四|綠委:穿越時空打臉過去的自己|司法正義、居住正義為訴求,政策立場轉變對比|社會正義議題訴求|政治人物言行檢視,諷刺性修辭|對比式論述|社會動員號召,重啟核四|司法正義|居住正義,medium,文本較短，部分框架證據略顯薄弱,
_e714f04834f6_u002,侯友宜,KMT,news,2023-12-07 12:05:00,"串連黨指出,離總統選舉日不遠,面對歷史性的時刻,未來的變動,是當代青年必須面對的問題,針對關乎於自我權利與社會公益,青年們提出問題,想問總統參選人,「是否能對台灣的未來做出改變?如何做?從何改?」與總統參選人的一場直球對決,希望參選人讓青年看到具體的未來。",L1-09,文本核心關注總統選舉對青年未來與政治變動的影響，聚焦於選舉結果對政治進程的影響,L2-01|L2-13|L2-14,L2-01體現在將台灣作為政治主體討論未來；L2-13體現在要求描繪具體未來藍圖；L2-14體現在號召青年參與政治對話,"離總統選舉日不遠,面對歷史性的時刻|青年們提出問題,想問總統參選人|希望參選人讓青年看到具體的未來",選舉政治影響|青年權利訴求|未來變革期待,直球對決措辭|世代對話語氣|訴求具體化,歷史性的時刻|自我權利與社會公益|具體的未來,high,,
_2ac107d4a017_u002,侯友宜,KMT,news,2023-12-12 12:01:00,"侯友宜說明,他將延續「0到6歲國家養」至「6到12歲國家顧」,推動公立國小課後照顧全面免費及人數倍增、課後照顧到晚上7時、偏鄉及弱勢學童開設照顧專班、倍增青年就業等,實現家長安心、學童安全、弱勢安穩的「三安」願景。",L1-04,文本聚焦於兒童課後照顧、青年就業等與民眾日常生活福祉直接相關的議題，核心是提升家庭與學童的生活品質與安全感。,L2-13,文本明確提出了「三安願景」這一未來藍圖，旨在通過具體政策構建理想社會圖景，凝聚共識。,實現家長安心、學童安全、弱勢安穩的「三安」願景|推動公立國小課後照顧全面免費及人數倍增,教育福利政策|弱勢群體關懷|青年就業支持,承諾性語言|政策列舉|願景導向,三安願景|國家顧,high,,
_a4e40703886e_u009,赖清德,DPP,news,2023-12-20 12:06:00,"他說,民進黨不分區名單有社福、資訊安全、國家安全、環保、性別、交通等專業,過去8年執政,也不是只有通過抗中保台相關法案,包括長照、弱勢照顧等議題,都在民進黨守備範圍,希望大家把選票投給民進黨,6號也代表回家打電話,希望大家幫忙打電話拉票、守護下一代。",L1-09,文本核心在於呼籲投票給民進黨以影響選舉結果，並提及拉票行動對守護下一代的影響，聚焦政治後果,L2-14,直接呼籲大家投票、拉票，體現團結號召以形成統一政治行動,希望大家把選票投給民進黨|希望大家幫忙打電話拉票,政黨專業能力展示|選舉動員訴求|政策成果列舉,呼籲性語言|列舉式論證|直接動員,守護下一代|抗中保台,high,,
_abb20f547c9c_u001,赖清德,DPP,news,2023-08-23 12:36:30,"(記者叢昌瑾攝) 2023/08/23 12:36 〔記者陳政宇/台北報導〕民進黨今(23)日表示,標榜新政治的民眾黨總統參選人柯文哲及自詡警察正義的國民黨總統參選人侯友宜,過去都有「密室政治」的黑歷史,例如侯友宜喬文化大學「大群館」宿舍爭議、黨內立委初選及總統提名;",L1-08,文本核心在批評政治人物過往的政策制定與提名過程中的不透明操作,L2-02|L2-08,L2-02通過對比凸顯民進黨與他黨差異，L2-08將對手描繪為具有負面行為的共同敵人,標榜新政治的民眾黨總統參選人柯文哲及自詡警察正義的國民黨總統參選人侯友宜|過去都有「密室政治」的黑歷史|侯友宜喬文化大學「大群館」宿舍爭議、黨內立委初選及總統提名,政治人物誠信質疑|選舉競爭對比|政策過程透明度批判,負面標籤化|對比性指控|爭議事件列舉,密室政治|黑歷史|喬宿舍爭議,high,,
