id,candidate,party,source_type,date,sentence,L1_label,L1_reasoning,L2_labels,L2_reasoning,spans,content_frames,style_markers,ideological_phrases,confidence,uncertain_boundary,error,batch
948,柯文哲,TPP,news,2023/12/1 12:48,"2024總統大選倒計時,民眾黨總統參選人柯文哲多次與國民黨協商、談合作,仍無法達成共識「藍白合破局」,最終與新光公主吳欣盈搭檔組成「柯盈配」投入選戰,怎料近日卻陷入雙重國籍爭議,儘管她一再強調已經放棄美國籍,但遲遲未亮出證據,僅憑一己之言無法讓外界信服。",L1-09,文本聚焦於藍白合破局對選戰組合的影響及雙重國籍爭議對選情的衝擊,L2-09,通過描述政黨間協商與競爭過程，體現政治競爭意識,"民眾黨總統參選人柯文哲多次與國民黨協商、談合作,仍無法達成共識「藍白合破局」|最終與新光公主吳欣盈搭檔組成「柯盈配」投入選戰|遲遲未亮出證據,僅憑一己之言無法讓外界信服",政黨合作協商|選舉搭檔組合|國籍資格爭議,爭議性表述|質疑語氣|選舉倒數氛圍,藍白合破局|柯盈配|雙重國籍爭議,high,,,tierC
949,柯文哲,TPP,news,2023/11/17 11:22,"柯文哲表示,知道15日很多人都沒有睡好,抱歉讓大家擔心,也知道很多人都在等他的解釋,「為什麼突然有這樣的轉折,突然答應了藍白整合?」他說,這兩週自己開始環台、全台開講,傾聽大家的心聲,發現大家對於台灣的經濟、台海和平、台灣的未來非常不安,很多人都一直跟他說,無論如何一定要讓2024政黨輪替,並提到與台南市議會與7個無黨籍的議員會面,好幾位議員都告訴他「我們現在跟你照相,如果你沒選贏,我們選後都會被人家清算」,感嘆民進黨怎麼會變成這樣肅殺對立?",L1-09,文本核心在分析政黨輪替對選舉結果、地方政治人物處境的影響，聚焦政治權力格局變化,L2-07|L2-08|L2-14,L2-07建構選舉失敗的系統性危機，L2-08將民進黨設定為共同敵人，L2-14隱含團結輪替的號召,"很多人都在說無論如何一定要讓2024政黨輪替|如果你沒選贏,我們選後都會被人家清算|民進黨怎麼會變成這樣肅殺對立",政黨輪替必要性|政治清算威脅|執政黨肅殺對立,危機渲染|情感訴求|對立建構,政黨輪替|肅殺對立|被清算,high,,,tierC
950,赖清德,DPP,news,2023/9/20 18:23,"進口雞蛋議題狂燒,農業部長陳吉仲兩度請辭後,行政院終於准辭,這位農委會在任時間最長的主委,上任部長僅50天就下台,但種種疑慮未解,農業部的解釋民眾不買單,陳吉仲卻為了顧全選舉連忙請辭止血,後續爭議誰來收拾?",L1-09,文本核心在分析政治人物辭職對選舉的影響及後續政治效應,L2-07|L2-14,建構進口雞蛋議題為系統性危機，並隱含需要團結應對的呼籲,陳吉仲卻為了顧全選舉連忙請辭止血|農業部的解釋民眾不買單|後續爭議誰來收拾?,政治辭職的選舉考量|政府解釋與民意落差|危機處理與責任歸屬,質疑語氣|危機敘事|政治後果導向,請辭止血|顧全選舉|民眾不買單,high,,,tierC
951,侯友宜,KMT,news,2024/1/10 16:52,"馬英九:我不是俄烏關係的專家,但就兩岸關係來說,我處理這個議題36年了,深知這個問題可以透過和平方式解決, 而不必訴諸戰爭或軍事衝突。",L1-03,文本核心在討論避免戰爭與軍事衝突，聚焦兩岸關係的安全威脅與和平解決途徑,L2-01|L2-13,L2-01體現在將兩岸關係預設為平等主體間的議題處理，L2-13體現在提出和平解決的共同願景,深知這個問題可以透過和平方式解決|不必訴諸戰爭或軍事衝突,兩岸關係和平解決|避免軍事衝突|經驗權威背書,權威經驗表述|和平導向修辭|務實理性語氣,兩岸關係|和平方式解決,high,,,tierC
952,赖清德,DPP,news,2023/12/25 10:34,"民進黨總統候選人賴清德萬里老家違建爭議,成為2024總統大選攻防議題之一,賴清德日前拋出要將老家公益信託,隨後被新北市政府地政局質疑「幽靈房屋」無法信託。",L1-08,文本核心在政策執行與監管層面的爭議，聚焦於公益信託的可行性與政府部門的質疑,L2-09,通過對比候選人與政府部門的立場差異，凸顯政治競爭中的對立關係,賴清德日前拋出要將老家公益信託|被新北市政府地政局質疑「幽靈房屋」無法信託,選舉爭議攻防|政策執行障礙|政府監管質疑,爭議性表述|質疑性語言|政治對立框架,違建爭議|公益信託|幽靈房屋,high,,,tierC
953,赖清德,DPP,news,2023/2/13 11:47,"菲律賓總統小馬可仕(Ferdinand Marcos Jr.)近期出訪日本會晤首相岸田文雄,他在接受《日經》訪問時也提及台海緊張局勢,坦言由於菲律賓的地理位置與台灣相當接近,一旦兩岸發生緊急狀況,很難想像菲律賓不會被捲入衝突。",L1-03,文本核心聚焦於台海潛在衝突對菲律賓國家安全的威脅與捲入風險,L2-07,將台海局勢描述為可能威脅菲律賓國家安全的系統性危機,"一旦兩岸發生緊急狀況,很難想像菲律賓不會被捲入衝突|菲律賓的地理位置與台灣相當接近",地緣安全風險|衝突擴散效應,坦言|很難想像,台海緊張局勢|捲入衝突,high,,,tierC
954,柯文哲,TPP,news,2023/11/14 10:51,"中國媒體《觀察者網》報導,著名播客節目主持人弗里德曼(Lex Fridman)10日在Youtube上發布對馬斯克的專訪,被問及「如何避免中美爆發衝突,例如在台灣問題上?」馬斯克回答時,談到美國哈佛大學教授艾利森(Graham Allison, Jr.)提出的「修昔底德陷阱(Thucydides Trap)。」 馬斯克表示兩岸還沒統一原因在於「美國阻撓」。",L1-03,文本聚焦中美在台湾问题上的潜在冲突与安全威胁，引用修昔底德陷阱概念,L2-08,将美国描绘为阻挠两岸统一的共同敌人，通过归因外部行为体构建对抗框架,"如何避免中美爆發衝突,例如在台灣問題上|談到美國哈佛大學教授艾利森提出的「修昔底德陷阱」|兩岸還沒統一原因在於「美國阻撓」",中美冲突风险|修昔底德陷阱理论|美国阻挠统一归因,引用权威观点|直接引述|归因式论述,修昔底德陷阱|美國阻撓,high,,,tierC
955,侯友宜,KMT,news,2023/3/15 14:19,"徐巧芯已表態角逐松山信義區立委,她在《不演了新聞台》表示,看到國民黨此次選策會成員名單後,「心裡已經先涼一半」,指台北部分應該就是曾銘宗和傅崐萁在決定,首先是傅崐萁在選中常委時被她檢舉,結果自己的名子卻被黨中央公開,而曾銘宗則是在日前表態要在選策會反映現任立委意見,不讓其他有爭議的人把持整個選舉。",L1-09,文本核心在分析國民黨內部選舉安排對立委選情的政治影響，證據包括『心裡已經先涼一半』和『不讓其他有爭議的人把持整個選舉』,L2-08,文本將傅崐萁和『有爭議的人』建構為損害黨內民主的共同敵人，證據包括『被她檢舉』和『不讓其他有爭議的人把持』,心裡已經先涼一半|傅崐萁在選中常委時被她檢舉|不讓其他有爭議的人把持整個選舉,黨內選舉爭議|派系把持疑慮|現任立委意見反映,情緒化表述|內部批判語氣|派系對立敘事,有爭議的人把持|選策會成員名單,high,,,tierC
956,侯友宜,KMT,news,2024/1/10 16:52,"從1950年代至今,兩岸之間一直存在著一些小衝突甚至戰爭,所以戰爭並非不可能。",L1-03,文本直接討論兩岸衝突與戰爭可能性，聚焦於安全威脅與不穩定因素。,L2-07,文本將兩岸衝突描述為長期存在的系統性危機，強調戰爭可能性以建構共同危機感。,兩岸之間一直存在著一些小衝突甚至戰爭|戰爭並非不可能,兩岸衝突歷史|戰爭風險評估,客觀陳述|風險警示語氣,兩岸衝突|戰爭並非不可能,high,,,tierC
957,侯友宜,KMT,news,2023/12/30 20:12,"總統辯論會,候選人交互詰問階段,藍綠攻防不斷,其中,國民黨總統候選人侯友宜,直攻賴清德萬里老家爭議,還酸賴清德,台南市長任內,沒有因為「南鐵東移」落下眼淚,倒是為自家違建哭過5次;",L1-09,文本聚焦選舉辯論中候選人互相攻擊對選情的影響，核心在政治後果而非政策內容或道德評價,L2-08,侯友宜將賴清德建構為具有雙重標準的對手，通過對比攻擊來設定共同敵人,"侯友宜,直攻賴清德萬里老家爭議|還酸賴清德,台南市長任內,沒有因為「南鐵東移」落下眼淚,倒是為自家違建哭過5次",選舉攻防|候選人爭議|雙重標準指控,攻擊性措辭|諷刺語氣|對比強化,藍綠攻防|直攻爭議,high,,,tierC
958,侯友宜,KMT,news,2023/9/19 17:47,"進口蛋食安爭議持續延燒,為了查清巴西進口蛋流向,台北市政府日前也發文給農業部,要求公布進口蛋品於北市的流向,雖然終於取得農業部資料,但國民黨台北市議員柳采葳質疑,該份資料最大的問題在於沒有明確載明巴西蛋到底用了多少比例,只有列出國別,她也公布農業部提供北市府的「進口雞蛋洗選,加工及代工業者名單」中,食品大廠義美也在其中。",L1-03,文本聚焦進口蛋流向不明引發的食安疑慮，屬於非傳統安全威脅範疇,L2-07,將進口蛋流向不明建構為系統性食安危機，符合共同危機建構定義,進口蛋食安爭議持續延燒|巴西進口蛋流向|沒有明確載明巴西蛋到底用了多少比例,食安風險管控|政府資訊透明度|進口食品監管漏洞,質疑語氣|問題導向敘事|具體案例列舉,食安爭議|流向不明|資訊不透明,high,,,tierC
959,赖清德,DPP,news,2023/8/25 19:56,"賴清德以英文致詞表示,台灣是民主國家,民眾可以自由展現意志,在貿易、科技、文化和創新議題上居於全球領先地位,有非常多故事值得國際媒體報導,駐台國際媒體與日俱增,反映出國際社會期待更加認識台灣,也彰顯和平與穩定對世界各國的重要性。",L1-09,文本核心在論述台灣的國際地位與民主成就對國際社會的影響，強調國際媒體增加反映國際期待，屬於政治後果分析,L2-01|L2-04|L2-11|L2-15,L2-01體現在將台灣預設為民主國家主體；L2-04通過國際媒體關注建構合法性；L2-11強調台灣在各領域的領先地位；L2-15明確以民主價值界定身份,"台灣是民主國家,民眾可以自由展現意志|在貿易、科技、文化和創新議題上居於全球領先地位|駐台國際媒體與日俱增,反映出國際社會期待更加認識台灣",民主國家定位|國際領先地位|國際社會認可,正面宣示性語言|成就列舉|國際視角,民主國家|自由展現意志|全球領先地位,high,,,tierC
960,赖清德,DPP,news,2023/12/8 15:38,"有委員觀察到,中共「20大」報告提及「安全」高達91次,在現階段中共高舉政治安全前提下,中共亦常將「安全」因素融入兩岸文化宗教交流活動,加大中共官方主導角色,強化統戰力道,交流活動呈現空洞化、形式化,如中共邀請我宗教團體赴中必定強調「心靈契合」、「融合發展」。",L1-03,文本核心在分析中共將安全因素融入兩岸交流，強調政治安全與統戰力道，屬於衝突與安全框架,L2-02|L2-08,L2-02通過對比兩岸交流方式差異建構認同，L2-08將中共描繪為具有統戰意圖的共同威脅,中共高舉政治安全前提下|中共亦常將「安全」因素融入兩岸文化宗教交流活動|強化統戰力道,安全因素主導交流|統戰力道強化|交流空洞化形式化,觀察分析語氣|負面評價措辭|官方主導角色強調,政治安全|統戰力道|心靈契合|融合發展,high,,,tierC
961,侯友宜,KMT,news,2023/11/6 5:30,"賴請鄉親父老好好思考明年一月十三日這場選舉的意義,強調發展自我防衛、團結自由民主的力量,才是確保台海和平、確保人民安全的最終解方。",L1-03,文本核心在強調自我防衛與台海和平，聚焦安全威脅與集體應對,L2-14|L2-15,L2-14體現在直接呼籲團結，L2-15體現以自由民主價值界定集體身份,發展自我防衛、團結自由民主的力量|確保台海和平、確保人民安全的最終解方,選舉意義論述|安全防衛主張|民主價值連結,呼籲性語言|價值導向論述,自我防衛|團結自由民主|台海和平,high,,,tierC
962,赖清德,DPP,news,2023/7/7 17:40,"林鈺雄分析,隨著科技發展,中共對台威脅態樣多變,不僅持續有發展組織、刺探我國家機密與核心關鍵技術等情事,近來更常利用駭客攻擊、散播錯假訊息、破壞關鍵基礎設施等手段干擾臺灣民主及社會秩序。",L1-03,文本核心在描述中共對台灣的各種安全威脅手段，包括駭客攻擊、散播假訊息和破壞關鍵基礎設施等,L2-07|L2-08,L2-07體現在建構台灣面臨的系統性危機，L2-08體現在將中共明確設定為具有惡意的共同敵人,中共對台威脅態樣多變|利用駭客攻擊、散播錯假訊息、破壞關鍵基礎設施等手段干擾臺灣民主及社會秩序,安全威脅分析|敵對行為列舉|民主秩序防衛,威脅論述|負面行為指控|專業分析語氣,中共對台威脅|干擾臺灣民主,high,,,tierC
963,赖清德,DPP,news,2023/11/14 22:11,"第二是美國反對中國利用文攻武嚇、威脅利誘等各種手段在台灣扶植親中政權,因為這無助台灣未來發展,也影響印太地區的和平穩定,絕非國際社會之福。",L1-03,文本核心在描述中國對台灣的威脅手段及其對地區和平穩定的負面影響,L2-08|L2-04,L2-08體現在將中國描繪為具有惡意的威脅源，L2-04體現在援引國際社會標準來論證正當性,"中國利用文攻武嚇、威脅利誘等各種手段在台灣扶植親中政權|影響印太地區的和平穩定,絕非國際社會之福",外部威脅論述|地區安全影響|國際規範訴求,負面定性措辭|安全風險論述,文攻武嚇|威脅利誘|親中政權|印太和平穩定,high,,,tierC
964,赖清德,DPP,news,2023/6/18 12:50,"侯友宜強調,如果他當選總統,一定在確保國家安全下讓經濟蓬勃發展,並讓兩岸穩定、恢復對話交流,讓社會更安心、人民更團結,帶著國家的希望與人民的期待,發揚黃埔子弟愛國、愛民、不怕死及不怕難精神,繼續往前走。",L1-09,文本核心聚焦於選舉承諾對國家政治格局的影響，包括兩岸關係穩定、社會團結等政治後果,L2-01|L2-12|L2-14,文本建構總統作為國家主體的能動性，強調公民責任與黃埔精神，並直接呼籲人民團結,"如果他當選總統,一定在確保國家安全下讓經濟蓬勃發展|讓社會更安心、人民更團結|發揚黃埔子弟愛國、愛民、不怕死及不怕難精神",選舉承諾與政治願景|國家安全與經濟發展平衡|兩岸關係穩定對話|社會團結與精神傳承,承諾式語氣|正向動員修辭|歷史象徵引用,國家安全|兩岸穩定|黃埔精神|愛國愛民,high,,,tierC
965,赖清德,DPP,news,2024/1/12 5:30,"第三是推動國家希望工程,賴清德指出,要在蔡總統八年執政基礎上,持續讓台灣在全球變動局勢下穩健發展,成為國際社會穩定而不可或缺的力量,不論是價值外交、穩定兩岸、國防自主、經濟升級、能源轉型、青年投資、居住正義、教育平權等,零到六歲國家一起養、長照3.0等,通通都要繼續做、做更多、做更好。",L1-08,文本核心在列舉各領域政策的延續與強化，強調在既有執政基礎上推動國家發展議程,L2-01|L2-13,L2-01體現在將台灣預設為國家主體推動各項政策，L2-13體現在提出國家希望工程的未來願景,推動國家希望工程|持續讓台灣在全球變動局勢下穩健發展|通通都要繼續做、做更多、做更好,政策延續性|全方位發展議程|國家建設藍圖,列舉式政策宣示|積極進取語氣|願景導向,國家希望工程|穩健發展|不可或缺的力量,high,,,tierC
966,柯文哲,TPP,news,2023/12/30 17:10,"他說,政府也選擇了認同中華民國台灣的道路,團結每一個族群與世代,這是大家共同創造的台灣時代,更有文化自信、更有國家尊嚴、擺脫依賴中國的經濟、不再屈服中國壓力。",L1-09,文本核心在論述政府路線選擇對政治認同、族群團結與國家尊嚴的政治影響，聚焦於政治格局的建構與轉變。,L2-01|L2-02|L2-14|L2-15,L2-01體現在建構「中華民國台灣」為政治主體；L2-02透過「擺脫依賴中國」「不再屈服」強調與中國的差異；L2-14明確呼籲團結族群與世代；L2-15隱含民主自主價值對抗外部壓力。,認同中華民國台灣的道路|團結每一個族群與世代|擺脫依賴中國的經濟、不再屈服中國壓力,國家主體認同建構|經濟自主訴求|抗壓性論述,宣示性語調|對比性修辭|進步敘事,中華民國台灣|擺脫依賴中國|不再屈服中國壓力,high,,,tierC
967,赖清德,DPP,news,2023/8/23 12:59,"柯文哲說,八二三戰役不僅是捍衛台澎金馬的指標戰役,也象徵眾志成城,為自由奮戰的時代精神,緬懷將士時也不要忘記過去這麼長時間,金馬戰地居民為了戰地政務做出的奉獻,金馬因為地理環境跟資源限制,需要中央政府給予更多資源發展經濟,台澎金馬俱為一體才能促進團結。",L1-06,文本核心在論述台澎金馬作為整體的治理關係，強調中央政府對金馬地區的資源分配與整體團結，屬於政府管理範疇。,L2-01|L2-11|L2-14,L2-01體現在將台澎金馬預設為統一政治主體；L2-11通過讚揚戰役精神激發自豪感；L2-14明確呼籲團結。,八二三戰役不僅是捍衛台澎金馬的指標戰役|金馬需要中央政府給予更多資源發展經濟|台澎金馬俱為一體才能促進團結,歷史戰役的當代意義|地區資源分配訴求|整體團結論述,象徵性語言|緬懷語氣|政策性訴求,捍衛台澎金馬|眾志成城|台澎金馬俱為一體,high,,,tierC
968,柯文哲,TPP,news,2024/1/7 17:25,"到場為黨籍候選人助講的行政院長陳建仁,則是提出蔡英文政府8年來的經濟、勞工、衛生、教育、交通等各項政策,以國際都在關注台灣這場大選的重要性,呼籲民眾若未來能享有自由民主法治、和平繁榮,一定要投給民進黨。",L1-09,文本核心在於選舉對政治後果的影響，強調投票選擇與未來自由民主、和平繁榮的關聯,L2-15|L2-13,L2-15體現在以民主法治價值作為投票訴求，L2-13體現在描繪和平繁榮的未來願景,呼籲民眾若未來能享有自由民主法治、和平繁榮|一定要投給民進黨|國際都在關注台灣這場大選的重要性,政策成果展示|選舉重要性論述|未來願景訴求,呼籲式語言|價值導向論述|選舉動員語氣,自由民主法治|和平繁榮|國際關注台灣大選,high,,,tierC
969,侯友宜,KMT,news,2023/10/21 23:10,"他常說,生命無價,戰爭無情,最近他都不敢看這些畫面,台灣有句話說,「死道友不是死貧道」,和平是台灣唯一的道路,兩岸在中華文化中,宗教是重要交流管道,如果兩岸沒有談判,沒有和平,台灣經濟何去何從?",L1-03,文本核心聚焦戰爭威脅對台灣的影響，強調和平作為避免衝突的唯一道路,L2-07|L2-14,L2-07體現在建構戰爭威脅的系統性危機，L2-14體現在呼籲和平作為集體應對方式,"戰爭無情|和平是台灣唯一的道路|如果兩岸沒有談判,沒有和平,台灣經濟何去何從?",戰爭威脅論述|和平必要性|經濟安全擔憂,情感化表達|危機渲染|反問強化,和平是台灣唯一的道路|死道友不是死貧道,high,,,tierC
970,柯文哲,TPP,news,2024/1/9 11:16,"她說,與賴清德一樣對台灣民主和平有著強烈使命,珍惜得來不易的民主自由,也是民進黨數十年來堅持奮鬥的目標,面對複雜國際環境與變局、經濟結構轉型,如何確保台灣在全球經濟扮演關鍵角色、維持強盛經濟活力競爭力,是未來共同努力的目標。",L1-08,文本核心在政策目標設定與未來努力方向，強調如何確保台灣在全球經濟的角色與競爭力,L2-01|L2-13|L2-15,L2-01體現將台灣作為國家主體的預設，L2-13提出共同願景目標，L2-15強調民主自由價值,珍惜得來不易的民主自由|確保台灣在全球經濟扮演關鍵角色|未來共同努力的目標,民主價值維護|經濟競爭力提升|國際角色定位,使命論述|目標導向|集體動員,台灣民主和平|民主自由|全球經濟關鍵角色,high,,,tierC
971,柯文哲,TPP,news,2023/1/27 10:52,"蔡英文指出,行政團隊全力以赴,在全國同胞努力下守住非洲豬瘟、也穩住疫情、確保民生用水,台灣不僅挺過來,更維持經濟穩定成長和正常生活,台灣這幾年成為國際民主夥伴支持的焦點。",L1-08,文本核心在評估政府團隊的政策執行成效與成果，包括防疫、經濟與國際合作等多個領域,L2-01|L2-11|L2-04,L2-01體現在將台灣預設為國家主體；L2-11通過成就列舉激發自豪感；L2-04強調國際夥伴支持的正當性,"行政團隊全力以赴,在全國同胞努力下守住非洲豬瘟、也穩住疫情|台灣不僅挺過來,更維持經濟穩定成長和正常生活|台灣這幾年成為國際民主夥伴支持的焦點",政策成效評估|經濟成長與民生保障|國際民主合作,成就列舉式敘述|正向肯定語氣|集體行動強調,全國同胞努力|台灣挺過來|國際民主夥伴支持,high,,,tierC
972,柯文哲,TPP,news,2023/4/25 10:59,"賈麥岱指出,今年台瓜兩國建立邦交關係將屆滿89年,兩國元首這樣頻密互訪,更具象徵意義,台瓜建交以來,雙方政府領導人均以和平、博愛及致力國家繁榮、人民富足為治國基礎,即使面對諸多政經挑戰及複雜國際情勢,我們都能夠克服萬難,在尋求國家發展、為民謀福的道路上持續前進。",L1-08,文本聚焦台瓜邦交關係的維持與發展，強調雙方領導人的治國基礎及克服挑戰的過程，核心在政策層面的外交關係評估。,L2-01|L2-04|L2-11,L2-01體現在將台灣預設為與瓜地馬拉平等的國家主體；L2-04透過邦交關係強調國際合法性；L2-11透過克服挑戰的成就激發自豪感。,"台瓜兩國建立邦交關係將屆滿89年|我們都能夠克服萬難,在尋求國家發展、為民謀福的道路上持續前進",邦交關係維護|治國理念共享|國際挑戰克服,外交辭令|成就導向|積極敘事,台瓜兩國|邦交關係|為民謀福,high,,,tierC
973,侯友宜,KMT,news,2023/12/8 22:51,"賴清德強調,他若當選,兩岸發生戰爭的機會最小,他會在總統蔡英文的四大堅持之上,透過和平四大支柱行動方案,包含建立台灣的威懾力、經濟安全是國家安全、與全世界民主國家建立夥伴關係,穩定而有原則的兩岸關係領導能力等,讓台海永續和平與國家繁榮。",L1-03,文本核心在論述如何最小化戰爭風險與建立威懾力，聚焦於台海安全威脅的防範與管理,L2-01|L2-04|L2-15,L2-01體現於將台灣預設為自主制定安全政策的主體；L2-04透過與民主國家結盟尋求國際正當性；L2-15以民主價值作為對外關係基礎,建立台灣的威懾力|與全世界民主國家建立夥伴關係|讓台海永續和平與國家繁榮,戰爭風險最小化|威懾力建設|民主同盟戰略,承諾性宣示|框架延續性表述,和平四大支柱|四大堅持|民主國家建立夥伴關係,high,,,tierC
974,侯友宜,KMT,news,2023/8/23 12:47,"(編輯:翟思嘉)1120823 蔡總統主持823追思典禮 侯友宜陪祭 蔡總統:沒有當年823勝利 就沒有今日民主台灣 郭台銘籲北京停止對台文攻武嚇 若開戰仿效823精神 823紀念 鄭文燦:追求和平要增國防力量 同在金門未碰面 侯友宜:再找時間會郭台銘 823沒去金門 柯文哲:紀念活動不用搞成選舉造勢 823憶曾任金門醫官 賴清德:有實力才能帶來和平 侯友宜不排斥侯習會 促賴清德說清楚贊成或反對台獨 傳柯侯郭下週見面 侯友宜:謝謝關心 總統:政府要協助足球運動發展 成為最好體育外交 總統:吸引國際企業落腳 讓台灣成世界關鍵經濟力量 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",L1-05,文本核心在於對台獨立場的明確表態與要求澄清，涉及政治權利與身份認同的公平性問題,L2-01|L2-15|L2-08,L2-01體現在將台灣作為民主主體建構；L2-15強調民主價值與台獨立場的關聯；L2-08將北京設定為文攻武嚇的共同敵人,沒有當年823勝利 就沒有今日民主台灣|郭台銘籲北京停止對台文攻武嚇|促賴清德說清楚贊成或反對台獨,民主台灣建構|台獨立場表態|國防實力與和平,歷史正當性論述|政治表態要求|敵對框架建構,民主台灣|文攻武嚇|台獨,high,,,tierC
975,Unknown,Unknown,conference,,"在立院期间内,我提出了人工智能法,个人资料保护法,电子签章法,信息安全管理条例以及数字医疗发展条例都是可以让台湾升级转型的解方。",L1-08,文本核心在列举多项政策法案作为台湾升级转型的解决方案，聚焦政策设计与提出过程。,L2-01|L2-13,L2-01体现于将台湾预设为政策制定主体；L2-13体现于提出数字转型的未来愿景。,"提出了人工智能法,个人资料保护法,电子签章法|都是可以让台湾升级转型的解方",政策法案列举|数字转型解决方案|升级发展愿景,直接陈述|解决方案导向,台湾升级转型,high,,,tierC
976,侯友宜,KMT,news,2023/12/30 14:49,"他說,他提出國家希望工程,將打造民主和平的台灣,不會跟國民黨一樣走回頭路,甘願淪為極權主義的附庸,會團結人民,強化國防、強化經濟,強化跟民主陣營肩並肩站在一起,只要對等、尊嚴,門永遠是開的,願意跟中國進行交流合作,促進兩岸人民的福祉,他會不卑不亢維持現狀,保護台灣,同時穩定兩岸,也促進印太的和平。",L1-08,文本核心在阐述政策纲领的设计与执行，包括国防、经济、外交等具体政策方向,L2-01|L2-02|L2-08|L2-14|L2-15,L2-01通过预设台湾为国家主体；L2-02通过对比国民党凸显差异；L2-08将极权主义设定为敌人；L2-14明确号召团结；L2-15强调民主价值,"打造民主和平的台灣|不會跟國民黨一樣走回頭路,甘願淪為極權主義的附庸|強化跟民主陣營肩並肩站在一起",政策纲领阐述|两岸关系定位|民主价值强调,对比修辞|价值判断|政策宣示,民主和平的台灣|極權主義的附庸|民主陣營肩並肩,high,,,tierC
977,Unknown,Unknown,conference,,"也因为过去几年台湾经济不错,所以我们全体国人,同胞也分享经济成长的果实包含发放三倍券、五倍券,也帮大家加薪,减税,增加幼托、长照的福利,减轻人民的负担,稳定民生物价。",L1-01,文本核心在描述经济政策成果与民生经济改善，包括经济成长、发放消费券、加薪减税等具体经济活动,L2-11|L2-12,L2-11通过强调经济成就激发自豪感，L2-12通过分享经济果实体现政府对民众的责任担当,"台湾经济不错|分享经济成长的果实包含发放三倍券、五倍券|帮大家加薪,减税,增加幼托、长照的福利",经济政策成果展示|民生福利改善|经济成长共享,正向肯定语气|集体归属表述|政策成效强调,全体国人同胞|分享经济成长的果实|减轻人民的负担,high,,,tierC
978,赖清德,DPP,news,2023/6/18 16:24,"當年從金門「叛逃」游向廈門,後面一路當到世界銀行副行長的林毅夫,日前在第十五屆海峽論壇廈門論壇上,再次對與會的台灣青年與媒體喊話,根據《中新社》報導轉述,林毅夫提到自己20多歲,從金門到廈門「回歸」大陸,見證40年來快速發展、與國際影響力大增的局勢,他呼籲更多領域的台灣青年和學子,應該與他一樣登陸發展,「抓住這千載難逢的大好機會,做出一番事業!」目前是北京大學博雅講席教授的林毅夫,在論壇中指出、中國現在是世界第一大貿易國,是世界上120多個國家和地區的第一大交易夥伴,目前是近代以來最好的發展時機,身為過去40年發展的親身經歷與過來人,他喊話更多台灣青年學子們,把握機會前往大陸,能夠完成理想、創造自己的一番事業,「同時還能自豪地對外表示,自己曾對民族復興的偉業,有一份貢獻。」 前世界銀行副行長林毅夫。",L1-01,文本核心聚焦中國經濟發展成就與台灣青年赴陸發展的經濟機會，強調貿易地位與事業發展前景,L2-11|L2-13,L2-11體現在對中國經濟成就的讚美，L2-13體現在描繪民族復興的未來願景,"中國現在是世界第一大貿易國,是世界上120多個國家和地區的第一大交易夥伴|抓住這千載難逢的大好機會,做出一番事業|自己曾對民族復興的偉業,有一份貢獻",經濟發展成就|個人發展機會|民族復興願景,成就讚美語氣|機會呼籲口吻|個人見證敘事,民族復興的偉業|回歸大陸|千載難逢的大好機會,high,,,tierC
979,赖清德,DPP,news,2023/3/24 17:13,"兩岸關係近年處於「政冷經熱」,在官方零接觸的狀況下,許多議題日趨敏感,《經濟學人》更稱台海是「地表上最危險的地方」,不過,台灣社會似乎存在一個「平行時空」,在美國前眾院議長裴洛西來台之時,位在第一線的馬祖居民卻仍在舉辦泡泡派對,讓外國媒體以一句「party rather than panic 」來形容台灣社會狀態。",L1-03,文本核心在描述台海安全風險與台灣社會反應的對比，聚焦於地緣政治緊張與安全威脅,L2-07|L2-02,L2-07體現在建構台海為危險區域的危機敘事，L2-02體現在台灣社會反應與外界預期的差異化對比,《經濟學人》更稱台海是「地表上最危險的地方」|台灣社會似乎存在一個「平行時空」|讓外國媒體以一句「party rather than panic」來形容,兩岸政冷經熱矛盾|安全威脅認知差距|社會反應與地緣風險脫節,對比敘事|引述權威媒體|反諷語氣,政冷經熱|地表上最危險的地方|平行時空,high,,,tierC
980,柯文哲,TPP,news,2024/1/1 19:36,"吳回答時稱台灣可以有很多跨黨派合作,舉例包括世界50幾個國家都已經有《個資法》,民眾黨執政後將透過《個資法》接軌世界,指出目前稅率是12%,應該拉到15%,不然這3%到國外還是會被扣稅,不如投資台灣、協助產業綠能轉型等等。",L1-08,文本核心在政策制定與評估，包括《個資法》立法、稅率調整、產業轉型等具體政策方案,L2-01|L2-04,L2-01體現在將台灣作為政策主體，L2-04體現在強調與國際接軌的合法性,"透過《個資法》接軌世界|稅率是12%,應該拉到15%|協助產業綠能轉型",政策接軌國際|稅制改革|產業轉型,具體政策承諾|務實論述,接軌世界|投資台灣,high,,,tierC
